Funded ID,Product,Initial Funding Date,Total Original Balance,Total Original RTR,Past Due Amount,Total Principal Net Charge Off,Owner FICO,Commission Cost %
LAI-00000624,Term,4/3/2023,"110,000","148,500",0,0,675,0.05
LAI-00000623,Term,3/30/2023,"720,000","972,000",0,0,733,0.03
LAI-00000622,Term,3/30/2023,"720,000","972,000",0,0,733,0.03
LAI-00000621,Term,3/29/2023,"1,500,000","2,070,000",0,0,715.86,0.05
LAI-00000620,Term,3/27/2023,"950,000","1,244,500",0,0,667,0.03
LAI-00000619,Term,3/27/2023,"307,815","430,941",0,"210,550",667,0.049999992
LAI-00000618,Term,3/24/2023,"287,942","403,118",0,"196,860",667,0.050000009
LAI-00000612,Term,3/17/2023,"1,038,665","1,267,171",0,0,690,0.02
LAI-00000611,Term,3/17/2023,"400,000","528,000",0,0,735,0.05
LAI-00000610,Term,3/16/2023,"1,000,000","1,290,000",0,0,712,0.06
LAI-00000609,Term,3/15/2023,"600,000","828,000",0,0,728,0.04
LAI-00000608,Term,3/13/2023,"750,000","1,020,000",0,0,733.2,0.04
LAI-00000605,Term,3/9/2023,"1,000,000","1,320,000",0,0,763,0.05
LAI-00000604,Term,3/6/2023,"305,000","399,550",0,0,716,0.04
LAI-00000603,Term,2/28/2023,"600,000","780,000",0,0,746.28,0.04
LAI-00000602,Term,2/28/2023,"1,450,000","2,001,000",0,0,681,0.02
LAI-00000600,Term,2/27/2023,"1,600,000","2,144,000",0,0,749.5,0.02
LAI-00000599,Term,2/27/2023,"1,300,000","1,690,000",0,0,736,0.03
LAI-00000598,Term,2/24/2023,"350,000","472,500",0,0,700,0.035
LAI-00000597,Term,2/21/2023,"750,000","1,020,000",0,0,653,0.04
LAI-00000596,Term,2/10/2023,"700,000","868,000",0,0,669,0.04
LAI-00000595,Term,2/10/2023,"400,000","544,000",0,"254,616",809.5,0.005
LAI-00000594,Term,2/3/2023,"711,859","968,128",0,0,726,0.039999997
LAI-00000593,Term,2/2/2023,"900,000","1,197,000",0,0,730,0.04
LAI-00000592,Term,1/26/2023,"1,040,495","1,300,619",0,0,760,0.010000001
LAI-00000591,Term,1/25/2023,"700,000","966,000",0,0,750,0.05
LAI-00000590,Term,1/25/2023,"524,064","712,727",0,0,726,0.040000007
LAI-00000589,Term,1/13/2023,"500,000","685,000",0,"211,143",692.9887,0.05
LAI-00000587,Term,1/13/2023,"527,545","717,461",0,0,726,0.04
LAI-00000586,Term,1/11/2023,"505,000","701,950",0,0,824,0.05
LAI-00000585,Term,1/10/2023,"1,000,000","1,340,000",0,0,680.5,0.03
LAI-00000584,Term,1/9/2023,"1,250,000","1,525,000",0,0,737,0.01
LAI-00000583,Term,1/9/2023,"750,000","1,020,000",0,0,629,0.04
LAI-00000582,Term,1/6/2023,"150,000","202,500",0,0,633,0.03
LAI-00000581,Term,12/30/2022,"505,000","611,050",0,0,767,0.03
LAI-00000580,Term,12/23/2022,"625,000","850,000",0,0,749,0.04
LAI-00000579,Term,12/22/2022,"1,000,000","1,330,000",0,0,723,0.05
LAI-00000578,Term,12/22/2022,"250,000","327,500",0,0,749.0052,0.04
LAI-00000577,Term,12/22/2022,"505,000","676,700",0,0,676,0.05
LAI-00000576,Term,12/15/2022,"1,400,000","1,918,000",0,0,770,0.04
LAI-00000575,Term,12/15/2022,"750,000","1,035,000",0,0,743.5,0.02
LAI-00000574,Term,12/14/2022,"528,338","723,824",0,0,691,0.040000005
LAI-00000573,Term,12/12/2022,"725,000","986,000",0,"332,982",791.5,0.005
LAI-00000572,Term,12/12/2022,"1,500,000","1,980,000",0,0,720.1704,0.04
LAI-00000571,Term,12/9/2022,"1,250,000","1,756,250",0,"1,006,566",732,0.035
LAI-00000570,Term,12/8/2022,"800,000","1,096,000",0,0,778,0.04
LAI-00000569,Term,12/8/2022,"1,000,000","1,180,000",0,0,732,0.01
LAI-00000568,Term,12/7/2022,"200,000","242,000",0,0,767,0.03
LAI-00000567,Term,11/22/2022,"600,000","786,000",0,0,720,0.02
LAI-00000566,Term,11/21/2022,"300,000","438,000",0,"182,077",687,0.02
LAI-00000565,Term,11/9/2022,"1,500,000","1,905,000",0,0,790,0.05
LAI-00000564,Term,11/3/2022,"100,000","132,000",0,0,700,0.06
LAI-00000563,Term,10/31/2022,"1,000,000","1,370,000",0,"435,731",713.6572,0.05
LAI-00000562,Term,10/28/2022,"1,300,000","1,716,000",0,0,598,0
LAI-00000561,Term,10/27/2022,"400,000","532,000",0,0,736,0.05
LAI-00000560,Term,10/27/2022,"1,030,000","1,339,000",0,0,738.7725,0.02
LAI-00000559,Term,10/27/2022,"1,400,000","1,834,000",0,0,715,0.02
LAI-00000558,Term,10/14/2022,"350,000","476,000",0,0,729,0.04
LAI-00000557,Term,10/14/2022,"350,000","476,000",0,0,729,0.04
LAI-00000556,Term,10/14/2022,"350,000","476,000",0,0,729,0.04
LAI-00000555,Term,10/14/2022,"400,000","572,000",0,0,742,0.04
LAI-00000554,Term,10/13/2022,"200,000","292,000",0,"121,385",687,0.02
LAI-00000553,Term,10/7/2022,"300,000","438,000",0,0,687,0.02
LAI-00000552,Term,9/30/2022,"1,500,000","1,935,000",0,0,764.03,0.03
LAI-00000551,Term,9/30/2022,"1,250,000","1,712,500","-1,145,937",0,728,0.01
LAI-00000550,Term,9/30/2022,"450,000","571,500",0,"45,301",682,0.04
LAI-00000549,Term,9/30/2022,"1,000,000","1,250,000",0,0,782,0.04
LAI-00000548,Term,9/27/2022,"1,000,000","1,350,000",0,0,729,0.03
LAI-00000547,Term,9/22/2022,"1,450,000","1,914,000",0,0,740.5,0.03
LAI-00000546,Term,9/22/2022,"600,000","825,000",0,"379,615",686,0.035
LAI-00000545,Term,9/22/2022,"750,000","945,000",0,0,741,0.015
LAI-00000544,Term,9/15/2022,"300,000","438,000",0,0,687,0.02
LAI-00000543,Term,9/9/2022,"300,000","363,000",0,0,753,0.03
LAI-00000542,Term,9/8/2022,"1,350,000","1,876,500",0,0,764,0
LAI-00000541,Term,9/6/2022,"1,500,000","1,777,500",0,0,707,0.025
LAI-00000540,Term,8/31/2022,"1,500,000","2,040,000",0,0,723.125,0.03
LAI-00000539,Term,8/30/2022,"175,000","246,750",0,0,690.4,0.02
LAI-00000538,Term,8/30/2022,"1,000,000","1,350,000",0,0,689.6665,0.05
LAI-00000537,Term,8/29/2022,"600,000","828,000",0,0,753,0.05
LAI-00000536,Term,8/23/2022,"903,750","1,238,138",0,0,712,0.010000001
LAI-00000535,Term,8/12/2022,"150,000","210,000",0,0,741,0.07
LAI-00000534,Term,8/10/2022,"1,475,000","1,843,750",0,0,717.08,0.04
LAI-00000533,Term,8/8/2022,"500,000","730,000",0,0,687,0.02
LAI-00000532,Term,8/5/2022,"1,260,656","1,701,885",0,"247,138",805,0.005000001
LAI-00000531,Term,8/5/2022,"1,485,000","2,056,725",0,0,771.5,0.035
LAI-00000530,Term,8/5/2022,"800,000","1,064,000",0,0,747,0.03
LAI-00000529,Term,8/5/2022,"1,450,000","1,928,500",0,"508,517",635,0.02
LAI-00000527,Term,7/28/2022,"500,000","690,000",0,0,722,0.06
LAI-00000526,Term,7/19/2022,"1,014,188","1,379,296",0,"841,776",683,0.049999998
LAI-00000525,Term,7/14/2022,"1,100,000","1,496,000",0,0,741,0
LAI-00000524,Term,7/12/2022,"550,000","726,000",0,"36,215",660,0.05
LAI-00000523,Term,7/8/2022,"944,557","1,303,489",0,"449,262",729,0.049999997
LAI-00000522,Term,7/6/2022,"200,000","284,000",0,0,690.7,0.02
LAI-00000521,Term,7/5/2022,"299,573","410,415",0,0,736,0.039999993
LAI-00000520,Term,6/28/2022,"1,150,000","1,357,000",0,0,773,0
LAI-00000519,Term,6/24/2022,"350,000","472,500",0,"255,500",693,0.05
LAI-00000518,Term,6/15/2022,"900,000","1,098,000",0,0,727,0.03
LAI-00000517,Term,6/15/2022,"1,500,000","1,935,000",0,"1,108,010",601,0.03
LAI-00000516,Term,6/14/2022,"700,000","840,000",0,0,755,0.01
LAI-00000515,Term,6/14/2022,"700,000","889,000",0,0,745,0.035
LAI-00000514,Term,6/14/2022,"1,500,000","2,070,000",0,0,737.5,0.02
LAI-00000513,Term,6/13/2022,"450,000","549,000",0,0,791,0.03
LAI-00000512,Term,6/13/2022,"1,000,000","1,200,000",0,0,678,0.02
LAI-00000511,Term,6/10/2022,"1,250,000","1,562,500",0,0,728,0.03
LAI-00000510,Term,6/9/2022,"1,438,500","1,963,553",0,0,722,0.035
LAI-00000509,Term,6/7/2022,"600,000","876,000",0,0,675,0.04
LAI-00000508,Term,6/6/2022,"1,465,000","1,977,750",0,0,741,0.03
LAI-00000507,Term,6/3/2022,"475,000","636,500",0,0,761.89,0
LAI-00000506,Term,6/3/2022,"350,000","479,500",0,0,745,0.06
LAI-00000505,Term,5/31/2022,"300,000","366,000",0,0,696,0.05
LAI-00000504,Term,5/26/2022,"1,500,000","2,070,000",0,0,775.9797,0.04
LAI-00000503,Term,5/25/2022,"1,000,000","1,200,000",0,0,733,0.02
LAI-00000502,Term,5/23/2022,"245,000","340,550",0,0,731.5,0.06
LAI-00000501,Term,5/23/2022,"750,000","1,005,000",0,0,761,0.07
LAI-00000500,Term,5/20/2022,"1,475,000","1,829,000",0,0,743,0.05
LAI-00000499,Term,5/19/2022,"1,500,000","1,920,000",0,0,766,0.04
LAI-00000498,Term,5/18/2022,"1,000,000","1,370,000",0,0,661,0.04
LAI-00000497,Term,5/17/2022,"500,000","625,000","-216,058",0,753.5,0.05
LAI-00000496,Term,5/16/2022,"600,000","828,000",0,0,733,0.03
LAI-00000495,Term,5/13/2022,"1,300,000","1,716,000",0,"930,009",706,0.04
LAI-00000494,Term,5/13/2022,"490,000","602,700",0,0,737,0.02
LAI-00000493,Term,5/9/2022,"750,000","1,005,000",0,0,731,0.02
LAI-00000492,Term,5/2/2022,"1,000,000","1,150,000",0,0,750,0.02
LAI-00000491,Term,4/29/2022,"1,250,000","1,775,000",0,0,774,0.02
LAI-00000490,Term,4/27/2022,"475,000","636,500",0,"416,246",725,0.06
LAI-00000489,Term,4/26/2022,"500,000","690,000",0,0,751,0.035
LAI-00000488,Term,4/22/2022,"1,000,000","1,360,000",0,"629,091",739,0.05
LAI-00000487,Term,4/19/2022,"600,000","798,000",0,"286,262",699,0.06
LAI-00000485,Term,4/19/2022,"125,000","173,750",0,0,736,0.05
LAI-00000482,Term,4/18/2022,"650,000","806,000",0,"109,617",724,0.02
LAI-00000481,Term,4/18/2022,"1,000,000","1,370,000",0,"590,160",751,0.03
LAI-00000480,Term,4/18/2022,"1,250,000","1,650,000",0,"660,714",704,0.02
LAI-00000479,Term,4/13/2022,"450,000","616,500",0,0,694.5,0.05
LAI-00000478,Term,4/7/2022,"650,000","929,500",0,0,742,0.045
LAI-00000477,Term,4/7/2022,"307,000","392,960",0,0,699,0.06
LAI-00000476,Term,4/6/2022,"585,000","795,600",0,0,731,0.04
LAI-00000475,Term,4/4/2022,"1,000,000","1,350,000",0,"671,154",725,0.03
LAI-00000474,Term,4/4/2022,"600,000","708,000",0,0,621,0.02
LAI-00000473,Term,4/1/2022,"250,000","355,000",0,0,699,0.08
LAI-00000472,Term,3/31/2022,"600,000","780,000",0,0,790,0.04
LAI-00000471,Term,3/30/2022,"1,000,000","1,260,000",0,"482,154",587,0.05
LAI-00000470,Term,3/29/2022,"1,500,000","2,145,000",0,0,633,0.03
LAI-00000469,Term,3/28/2022,"757,576","1,060,606",0,"435,198",721,0.020000007
LAI-00000468,Term,3/28/2022,"150,000","219,000",0,"19,442",659,0.02
LAI-00000467,Term,3/25/2022,"450,000","558,000",0,0,685,0.04
LAI-00000466,Term,3/17/2022,"1,500,000","1,980,000",0,0,704,0
LAI-00000465,Term,3/15/2022,"1,450,000","2,044,500",0,0,789.85,0.04
LAI-00000464,Term,3/15/2022,"500,000","685,000",0,0,628,0.04
LAI-00000463,Term,3/9/2022,"350,000","497,000",0,0,686.15,0.02
LAI-00000462,Term,3/3/2022,"160,000","233,600",0,"16,246",653.67,0.02
LAI-00000461,Term,3/3/2022,"500,000","660,000",0,0,677,0
LAI-00000460,Term,3/1/2022,"1,500,000","1,995,000",0,0,764.16,0.02
LAI-00000459,Term,3/1/2022,"1,475,000","2,079,750","-967,375",0,626,0
LAI-00000458,Term,2/28/2022,"500,000","675,000",0,0,716,0.03
LAI-00000457,Term,2/25/2022,"500,000","705,000",0,0,616.99,0.04
LAI-00000456,Term,2/25/2022,"250,000","345,000",0,0,647,0.05
LAI-00000455,Term,2/25/2022,"1,000,000","1,330,000",0,"216,890",737.47,0.02
LAI-00000454,Term,2/24/2022,"1,000,000","1,310,000",0,0,731.5,0.05
LAI-00000453,Term,2/23/2022,"310,000","434,000",0,0,724,0.06
LAI-00000452,Term,2/23/2022,"110,000","146,300",0,"59,840",751,0.04
LAI-00000451,Term,2/23/2022,"175,000","232,750",0,0,772,0.04
LAI-00000450,Term,2/23/2022,"1,500,000","2,115,000",0,0,782,0.03
LAI-00000449,Term,2/22/2022,"1,000,000","1,230,000",0,0,701,0.02
LAI-00000448,Term,2/15/2022,"1,450,000","1,972,000",0,0,665,0.03
LAI-00000447,Term,2/15/2022,"325,000","461,500",0,0,717,0.09
LAI-00000446,Term,2/14/2022,"1,450,000","1,725,500",0,0,774,0.01
LAI-00000445,Term,2/10/2022,"1,000,000","1,320,000",0,0,682,0.01
LAI-00000444,Term,2/10/2022,"750,000","885,000",0,0,779,0
LAI-00000443,Term,2/4/2022,"300,000","402,000",0,0,736,0.04
LAI-00000442,Term,1/31/2022,"750,000","945,000",0,"217,481",623.2,0.05
LAI-00000441,Term,1/28/2022,"778,000","1,073,640",0,"595,070",627,0.040000005
LAI-00000440,Term,1/27/2022,"300,000","396,000",0,0,697,0
LAI-00000439,Term,1/14/2022,"750,000","1,012,500",0,0,705,0.05
LAI-00000438,Term,1/14/2022,"750,000","997,500",0,"402,577",749,0.02
LAI-00000437,Term,1/13/2022,"800,000","1,032,000",0,0,726,0.03
LAI-00000436,Term,1/12/2022,"1,485,000","1,975,050",0,0,768.5,0.03
LAI-00000433,Term,12/30/2021,"550,000","731,500",0,0,746,0.04
LAI-00000432,Term,12/29/2021,"250,000","337,500",0,0,736,0.05
LAI-00000431,Term,12/23/2021,"1,060,000","1,378,000",0,0,707,0.03
LAI-00000430,Term,12/22/2021,"1,450,000","2,059,000",0,"252,096",787,0.03
LAI-00000429,Term,12/17/2021,"400,000","532,000",0,0,774,0.02
LAI-00000428,Term,12/13/2021,"400,000","548,000",0,0,719.5,0.04
LAI-00000427,Term,12/9/2021,"1,485,000","1,989,900",0,0,775,0.01
LAI-00000426,Term,12/7/2021,"775,000","945,500",0,"247,702",714,0
LAI-00000425,Term,12/6/2021,"485,000","635,350",0,0,755,0
LAI-00000424,Term,11/26/2021,"514,622","679,301",0,0,694,0
LAI-00000423,Term,11/24/2021,"1,000,000","1,300,000",0,0,702,0.03
LAI-00000422,Term,11/24/2021,"750,000","990,000",0,0,812,0.05
LAI-00000421,Term,11/19/2021,"750,000","937,500",0,0,737.5,0.03
LAI-00000420,Term,11/18/2021,"400,000","536,000",0,"243,323",730,0.05
LAI-00000419,Term,11/16/2021,"485,000","649,900",0,0,682,0
LAI-00000418,Term,11/12/2021,"691,922","954,852",0,0,751,0.050000007
LAI-00000417,Term,11/12/2021,"871,468","1,150,338",0,0,728,0
LAI-00000416,Term,11/12/2021,"1,000,000","1,270,000",0,0,790.5,0
LAI-00000415,Term,11/5/2021,"1,400,000","1,834,000",0,0,681,0.03
LAI-00000414,Term,11/4/2021,"300,000","411,000",0,0,723.5,0
LAI-00000413,Term,10/29/2021,"250,000","332,500",0,0,741,0.03
LAI-00000412,Term,10/29/2021,"1,400,000","1,820,000",0,0,738,0.01
LAI-00000411,Term,10/29/2021,"1,500,000","2,115,000",0,0,734,0.03
LAI-00000410,Term,10/29/2021,"1,500,000","1,830,000",0,"410,058",738,0.02
LAI-00000409,Term,10/28/2021,"1,100,000","1,606,000",0,0,674,0.04
LAI-00000408,Term,10/26/2021,"200,000","268,000",0,"35,077",749,0.07
LAI-00000407,Term,10/21/2021,"1,000,000","1,330,000",0,"712,130",605,0.03
LAI-00000406,Term,10/14/2021,"500,000","710,000",0,0,780,0.07
LAI-00000405,Term,10/8/2021,"250,000","335,000",0,"121,154",725,0.05
LAI-00000404,Term,10/6/2021,"750,000","1,020,000",0,0,667,0
LAI-00000403,Term,10/1/2021,"485,000","659,600",0,0,742.768,0.03
LAI-00000402,Term,9/23/2021,"435,000","600,300",0,"251,935",696,0.07
LAI-00000401,Term,9/22/2021,"475,000","641,250",0,0,683,0.05
LAI-00000400,Term,9/16/2021,"1,400,000","1,946,000",0,0,701,0.03
LAI-00000397,Term,9/16/2021,"650,000","851,500",0,0,764,0
LAI-00000396,Term,9/10/2021,"750,000","990,000",0,"691,406",725,0.05
LAI-00000395,Term,9/7/2021,"320,000","425,600",0,0,729,0
LAI-00000394,Term,9/2/2021,"400,000","548,000",0,0,735.3302,0.05
LAI-00000393,Term,9/1/2021,"1,500,000","1,875,000",0,0,682,0.03
LAI-00000385,Term,8/25/2021,"900,000","1,098,000",0,0,800.5,0
LAI-00000384,Term,8/25/2021,"1,500,000","2,040,000",0,"119,077",754,0.03
LAI-00000383,Term,8/24/2021,"600,000","804,000",0,0,740,0.02
LAI-00000382,Term,8/18/2021,"1,018,040","1,415,076",0,0,770,0.04
LAI-00000381,Term,8/16/2021,"150,000","195,000",0,0,665.55,0.02
LAI-00000380,Term,8/16/2021,"1,315,000","1,827,850",0,0,703,0.04
LAI-00000379,Term,8/12/2021,"250,000","337,500",0,0,737,0.04
LAI-00000378,Term,8/11/2021,"600,000","720,000",0,0,763,0
LAI-00000377,Term,8/6/2021,"700,000","903,000",0,"420,435",717.5,0.05
LAI-00000376,Term,7/29/2021,"1,450,000","1,972,000",0,0,753,0.02
LAI-00000375,Term,7/29/2021,"450,000","607,500",0,0,677.5,0
LAI-00000374,Term,7/29/2021,"450,000","607,500",0,0,678,0
LAI-00000373,Term,7/29/2021,"450,000","607,500",0,0,677.5,0
LAI-00000372,Term,7/29/2021,"450,000","607,500",0,0,677.5,0
LAI-00000371,Term,7/23/2021,"1,500,000","1,830,000",0,0,788,0.01
LAI-00000370,Term,7/14/2021,"1,000,000","1,240,000",0,0,746.5,0.04
LAI-00000369,Term,7/9/2021,"350,000","451,500",0,0,709,0.06
LAI-00000368,Term,7/1/2021,"500,000","700,000",0,"65,851",714,0.05
LAI-00000367,Term,6/30/2021,"430,000","569,750",0,0,722,0.035
LAI-00000366,Term,6/30/2021,"1,250,000","1,675,000",0,0,644,0
LAI-00000365,Term,6/24/2021,"500,000","625,000",0,0,804,0.04
LAI-00000364,Term,6/24/2021,"300,000","408,000",0,0,755,0
LAI-00000363,Term,6/24/2021,"400,000","536,000",0,0,748,0.07
LAI-00000362,Term,6/23/2021,"500,000","625,000",0,0,743,0.05
LAI-00000361,Term,6/22/2021,"150,000","183,000",0,0,741,0.04
LAI-00000360,Term,6/16/2021,"1,500,000","2,145,000",0,"617,034",740.6,0.04
LAI-00000355,Term,5/28/2021,"600,000","828,000",0,0,691,0.04
LAI-00000354,Term,5/28/2021,"750,000","1,020,000",0,0,654,0
LAI-00000353,Term,5/19/2021,"850,000","1,139,000",0,0,748,0
LAI-00000351,Term,5/13/2021,"150,000","183,000",0,0,694,0.04
LAI-00000350,Term,5/10/2021,"500,000","635,000",0,0,716,0.07
LAI-00000349,Term,5/10/2021,"1,000,000","1,222,750",0,0,716,0.02275
LAI-00000348,Term,4/27/2021,"500,000","680,000",0,0,777,0.06
LAI-00000347,Term,4/26/2021,"400,000","544,000",0,0,781,0.04
LAI-00000346,Term,4/21/2021,"500,000","710,000",0,0,667,0
LAI-00000345,Term,4/20/2021,"1,250,000","1,737,500",0,"133,494",692,0.03
LAI-00000344,Term,4/14/2021,"100,000","121,000",0,0,691,0.03
LAI-00000343,Term,4/14/2021,"100,000","144,000",0,0,769,0.07
LAI-00000342,Term,3/31/2021,"630,000","888,300",0,0,704,0.05
LAI-00000341,Term,3/31/2021,"1,000,000","1,240,000",0,0,762,0.03
LAI-00000340,Term,3/25/2021,"900,000","1,251,000",0,0,675,0
LAI-00000339,Term,3/24/2021,"250,000","307,500",0,0,712,0.03
LAI-00000338,Term,3/23/2021,"400,000","560,000",0,0,752,0.04
LAI-00000337,Term,3/22/2021,"1,100,000","1,364,000",0,0,732,0.03
LAI-00000335,Term,3/12/2021,"950,000","1,320,500",0,0,688.75,0.04
LAI-00000334,Term,2/25/2021,"1,500,000","2,040,000",0,0,684,0
LAI-00000333,Term,2/22/2021,"650,000","884,000",0,0,679,0
LAI-00000332,Term,2/22/2021,"150,000","181,500",0,0,699,0.03
LAI-00000330,Term,2/16/2021,"1,250,000","1,675,000",0,0,751.5,0
LAI-00000329,Term,2/12/2021,"400,000","516,000",0,0,681,0.06
LAI-00000328,Term,1/27/2021,"150,000","201,000",0,0,696,0.04
LAI-00000327,Term,1/27/2021,"1,000,000","1,400,000",0,0,688.5,0.01
LAI-00000326,Term,1/27/2021,"1,000,000","1,400,000",0,0,688.5,0.04
LAI-00000324,Term,1/25/2021,"371,875","502,031",0,0,673,0.02999999
LAI-00000322,Term,12/31/2020,"300,000","405,000",0,0,739.5,0.04
LAI-00000321,Term,12/22/2020,"500,000","700,000",0,"284,615",756,0.04
LAI-00000320,Term,12/14/2020,"446,000","602,100",0,0,732,0.04
LAI-00000319,Term,12/8/2020,"300,000","408,000",0,0,729,0.03
LAI-00000318,Term,12/3/2020,"750,000","1,035,000",0,0,758,0.02
LAI-00000317,Term,11/30/2020,"475,000","660,250",0,0,688,0
LAI-00000316,Term,11/17/2020,"400,000","564,000",0,0,684,0.04
LAI-00000315,Term,11/5/2020,"400,000","580,000",0,0,739,0.06
LAI-00000314,Term,10/30/2020,"800,000","1,088,000",0,0,751,0
LAI-00000311,Term,10/9/2020,"1,100,000","1,507,000",0,0,796,0.04
LAI-00000309,Term,10/8/2020,"1,150,000","1,817,000",0,0,706,0.04
LAI-00000305,Term,10/5/2020,"750,000","1,050,000",0,0,652,0.04
LAI-00000304,Term,9/25/2020,"300,000","402,000",0,0,726,0.04
LAI-00000303,Term,9/21/2020,"1,000,000","1,400,000",0,0,666.5,0.04
LAI-00000295,Term,9/17/2020,"750,000","1,012,500",0,0,719,0.04
LAI-00000292,Term,9/10/2020,"550,000","781,000",0,0,778,0
LAI-00000289,Term,8/31/2020,"500,000","705,000",0,0,675,0.04
9392,RBF,1/31/2025,"100,000","129,000",0,0,743,0.09
9391,RBF,1/31/2025,"500,000","590,000",0,0,794,0.01
9390,RBF,1/31/2025,"500,000","650,000",0,0,679,0.05
9389,RBF,1/31/2025,"100,000","128,000",0,0,747,0.07
9388,RBF,1/31/2025,"350,000","434,000",0,0,805,0.07
9387,RBF,1/31/2025,"2,000,000","2,500,000",0,0,778,0.01
9386,RBF,1/31/2025,"550,000","720,500",0,0,724.5,0.04
9385,RBF,1/31/2025,"501,000","651,300",0,0,795,0.035
9384,RBF,1/31/2025,"250,000","322,500",0,0,690,0.06
9383,RBF,1/31/2025,"400,000","504,000",0,0,744,0.06
9382,RBF,1/31/2025,"700,000","864,500",0,0,711.5,0.015
9381,NTW,1/31/2025,"100,000","130,000",0,0,643,0.06
9380,RBF,1/31/2025,"200,000","254,000",0,0,708,0.08
9379,RBF,1/31/2025,"1,500,000","1,905,000",0,0,753,0.04
9378,RBF,1/31/2025,"510,000","576,300",0,0,764,0.03
9377,RBF,1/30/2025,"400,000","544,000",0,0,716,0.1
9376,RBF,1/30/2025,"250,000","335,000",0,0,654,0.08
9375,RBF,1/30/2025,"500,000","605,000",0,0,756,0.03
9374,RBF,1/30/2025,"2,000,000","2,500,000",0,0,759,0.01
9373,NTW,1/30/2025,"150,000","184,500",0,0,733.5,0.03
9372,RBF,1/30/2025,"718,935","913,048",0,0,806.5,0.04
9371,RBF,1/30/2025,"300,000","393,000",0,0,767,0.1
9370,NTW,1/29/2025,"65,000","83,200",0,0,678,0.08
9369,RBF,1/29/2025,"750,000","862,500",0,0,678,0.02
9367,RBF,1/29/2025,"120,000","147,600",0,0,716,0.05
9366,RBF,1/29/2025,"1,500,000","1,920,000",0,0,776,0.03
9365,RBF,1/29/2025,"400,000","500,000",0,0,815,0.06
9364,RBF,1/29/2025,"400,000","500,000",0,0,816,0.06
9363,RBF,1/29/2025,"400,000","500,000",0,0,753,0.06
9362,RBF,1/29/2025,"400,000","500,000",0,0,715,0.06
9361,RBF,1/29/2025,"300,000","366,000",0,0,784,0.04
9360,RBF,1/29/2025,"1,000,000","1,210,000",0,0,708,0.04
9359,RBF,1/28/2025,"350,000","465,500",0,0,703,0.03
9358,RBF,1/27/2025,"775,000","999,750",0,0,707,0.03
9357,RBF,1/27/2025,"250,000","305,000",0,0,728,0.02
9356,RBF,1/27/2025,"1,000,000","1,270,000",0,0,717,0.03
9355,SuperB,1/27/2025,"1,225,000","1,494,500",0,0,756.5,0.02
9354,SuperB,1/27/2025,"2,000,000","2,360,000",0,0,687,0.01
9353,SuperB,1/24/2025,"1,000,000","1,230,000",0,0,716,0.02
9352,RBF,1/24/2025,"300,000","381,000",0,0,769,0.05
9351,RBF,1/24/2025,"500,000","645,000",0,0,770,0.05
9350,RBF,1/24/2025,"100,000","129,000",0,0,738,0.07
9349,NTW,1/23/2025,"150,000","195,000",0,0,696,0.06
9348,RBF,1/23/2025,"400,000","516,000",0,0,780,0.07
9347,RBF,1/23/2025,"100,000","134,000",0,0,640,0.1
9346,RBF,1/23/2025,"100,000","125,000",0,0,709,0.06
9345,RBF,1/23/2025,"100,000","125,000",0,0,815,0.06
9344,RBF,1/23/2025,"100,000","125,000",0,0,815,0.06
9343,RBF,1/23/2025,"100,000","125,000",0,0,744,0.06
9342,NTW,1/22/2025,"125,000","167,500",0,0,626,0.1
9341,RBF,1/22/2025,"129,000","159,960",0,0,736.5,0.03
9340,RBF,1/22/2025,"600,000","780,000",0,0,713,0.08
9339,NTW,1/22/2025,"30,000","40,500",0,0,707,0.09
9338,RBF,1/22/2025,"25,000","33,750",0,0,680,0
9337,RBF,1/22/2025,"220,000","250,800",0,0,771,0
9336,RBF,1/22/2025,"100,000","123,000",0,0,719,0.05
9335,RBF,1/22/2025,"300,000","372,000",0,0,789,0.07
9334,RBF,1/22/2025,"150,000","184,500",0,0,758,0.04
9333,NTW,1/22/2025,"80,000","108,000",0,0,679,0.1
9332,RBF,1/22/2025,"1,500,000","1,920,000",0,0,784.5,0.03
9331,RBF,1/22/2025,"1,000,000","1,300,000",0,0,755.5,0.05
9330,SuperB,1/22/2025,"305,000","353,800",0,0,792,0
